,sugar_to_flour_ratio,sugar_index,bake_temp,chill_time,calories,density,pH,grams_baking_soda,bake_time,quality,butter_type,weight,mixins,crunch_factor
2367,0.29,3.5,400,27.0,146.0,0.98999,8.17,0.36,12.1,8,melted,11.4,chocolate,1.1
2368,0.3,12.4,540,108.0,152.0,0.99728,8.1,0.47,9.5,8,melted,12.4,chocolate,1.59
2369,0.27,1.5,890,40.0,143.0,0.9923,8.49,0.62,10.8,8,melted,12.0,"chocolate, oats",1.86
2370,0.41,1.3,360,42.0,118.0,0.99018,8.04,0.64,11.75,8,melted,12.0,chocolate,1.36
2371,0.3,0.9,370,28.0,152.0,0.992,8.54,0.56,10.1,8,melted,10.2,raisins,1.75
2372,0.44,12.4,430,52.0,154.0,0.99452,8.04,0.33,12.0,8,melted,16.4,raisins,1.72
2373,0.0,1.6,920,22.0,31.0,0.99635,8.38,0.58,10.0,6,cubed,15.0,"nuts, oats",1.99
2374,0.16,1.9,850,12.0,35.0,0.9968,8.38,0.62,9.5,7,cubed,15.0,"nuts,raisins",1.2
2375,0.47,2.1,660,6.0,24.0,0.9978,8.15,0.9,11.0,7,cubed,21.0,chocolate,1.8
2376,0.49,1.1,330,28.0,81.0,0.9923,8.0,0.68,10.4,9,melted,16.4,"chocolate, oats",1.43
2377,0.33,4.6,340,19.0,80.0,0.9917,8.38,0.58,12.0,9,melted,12.6,raisins,1.14
2378,0.0,2.1,1370,5.0,9.0,0.99476,8.5,0.4,10.9,3,cubed,15.2,"peanut butter, raisins",1.63
2379,0.24,0.8,290,29.0,86.0,0.993,8.16,0.32,9.1,6,melted,14.2,"nuts,raisins",1.07
2380,0.39,1.6,240,26.0,93.0,0.99116,8.15,0.49,11.9,8,melted,16.0,raisins,1.06
2381,0.51,4.3,280,57.0,124.0,0.99176,7.91,0.54,10.7,9,melted,13.4,"chocolate, oats",1.55
2382,0.23,5.7,1230,27.0,104.0,0.9954,8.04,0.54,9.4,8,melted,14.0,"chocolate, oats",1.55
2383,0.27,1.8,430,24.0,69.0,0.9933,8.38,0.31,9.4,8,melted,11.6,chocolate,1.08
2384,0.03,2.0,900,7.0,20.0,0.9959,8.2,0.56,9.6,5,cubed,15.2,"raisins, oats",1.73
2385,0.3,17.45,560,43.0,184.0,0.9997,8.05,0.5,9.2,8,melted,16.0,chocolate,1.31
2386,0.51,2.0,590,6.0,24.0,0.9994,8.04,0.6,9.3,6,cubed,24.8,"nuts, chocolate",1.38
2387,0.33,1.2,500,41.0,103.0,0.99002,8.0,0.45,12.4,8,melted,16.0,chocolate,1.13
2388,0.48,4.6,720,10.0,20.0,0.9973,8.34,0.79,12.2,7,cubed,18.8,"nuts, chocolate",1.47
2389,0.37,7.45,430,59.0,188.0,0.99579,8.2,0.5,9.4,8,melted,13.6,chocolate,1.76
2390,0.18,3.3,540,18.0,143.0,0.99392,8.12,0.51,10.8,8,melted,15.4,"nuts, chocolate",1.91
2391,0.21,7.2,450,54.0,190.0,0.99595,8.22,0.48,9.4,7,melted,13.8,raisins,1.2
2392,0.49,1.0,340,26.0,106.0,0.992,8.21,0.42,9.8,8,melted,12.0,"chocolate, oats",1.01
2393,0.29,12.7,500,25.0,209.0,0.9986,8.25,0.59,9.3,8,melted,15.0,raisins,1.35
2394,0.34,16.05,400,56.0,142.0,0.99678,8.11,0.38,10.6,7,melted,12.8,chocolate,1.45
2395,0.32,1.8,670,4.0,8.0,0.9928,8.36,0.55,12.8,7,cubed,13.6,raisins,1.15
2396,0.49,8.1,510,51.0,205.0,0.9954,8.1,0.52,11.0,8,melted,16.2,chocolate,1.58
2397,0.31,7.0,390,37.0,175.0,0.99376,8.32,0.49,11.4,8,melted,13.8,chocolate,1.15
2398,0.48,8.0,260,18.0,88.0,0.99144,8.22,0.79,12.7,6,melted,13.0,raisins,1.77
2399,0.38,9.7,530,49.0,226.0,0.99787,8.3,0.57,9.4,8,melted,13.2,raisins,1.73
2400,0.0,0.8,340,46.0,114.0,0.9932,8.19,0.34,9.2,6,melted,14.4,"nuts,raisins",1.78
2401,0.34,2.0,400,38.0,111.0,0.99,8.24,0.45,12.9,8,melted,13.6,"chocolate, oats",1.61
2402,0.42,14.0,660,48.0,198.0,0.9979,7.89,0.42,8.9,8,melted,14.8,chocolate,1.43
2403,0.1,1.6,570,39.0,128.0,0.9924,8.24,0.48,10.1,7,melted,11.8,raisins,1.9
2404,0.32,4.5,240,28.0,94.0,0.98906,8.25,0.52,13.7,9,melted,11.6,raisins,1.07
2405,0.33,1.0,1040,20.0,54.0,0.99057,8.19,0.64,11.5,8,melted,14.2,"chocolate, oats",1.5
2406,0.1,13.0,440,44.0,214.0,0.99741,8.1,0.5,9.1,7,melted,15.0,"nuts, oats",1.62
2407,0.32,1.8,320,18.0,130.0,0.99095,8.05,0.62,11.2,8,melted,13.6,chocolate,1.9
2408,0.22,2.6,870,6.0,19.0,0.9982,8.26,0.61,9.3,5,cubed,16.6,"nuts, oats, chocolate",1.16
2409,0.25,3.9,310,45.0,130.0,0.99072,8.31,0.58,11.75,9,melted,10.6,"nuts, chocolate",1.19
2410,0.13,7.8,420,11.0,117.0,0.996,8.23,0.37,9.2,7,melted,13.8,raisins,1.61
2411,0.28,8.3,260,27.0,107.0,0.99308,8.36,0.37,11.0,8,melted,10.2,chocolate,1.87
2412,0.39,1.7,620,3.0,9.0,0.9948,8.14,0.57,11.5,7,cubed,19.6,raisins,1.75
2413,0.38,8.1,490,44.0,176.0,0.9958,8.3,0.54,9.8,8,melted,13.8,"chocolate, oats",1.19
2414,0.49,7.3,460,53.0,206.0,0.9956,8.24,0.43,9.2,8,melted,12.8,chocolate,1.99
2415,0.49,2.5,880,39.0,106.0,0.9966,8.36,0.78,11.0,5,cubed,14.6,raisins,1.25
2416,0.3,12.8,530,48.5,229.0,0.9986,8.14,0.49,9.1,9,melted,14.8,"chocolate, oats",1.87
2417,0.58,10.0,810,34.0,126.0,0.9962,7.95,0.46,8.9,7,melted,12.6,chocolate,1.45
2418,0.41,8.0,300,30.0,114.0,0.99368,8.22,0.54,11.0,8,melted,13.8,chocolate,1.55
2419,0.46,1.1,320,33.0,115.0,0.9909,8.36,0.5,10.4,8,melted,11.2,"chocolate, oats",1.45
2420,0.38,1.5,960,5.0,18.0,0.99666,8.2,0.52,9.4,5,cubed,17.2,"nuts,raisins",1.74
2421,0.53,4.0,1010,3.0,10.0,0.99586,8.21,0.59,12.1,7,cubed,17.8,"nuts, chocolate",1.02
2422,0.18,2.1,700,12.0,28.0,0.99768,8.52,0.73,9.5,6,cubed,14.6,"nuts,raisins",1.36
2423,0.22,2.1,800,25.0,105.0,0.99613,8.3,0.49,9.9,5,cubed,16.0,"nuts, oats, chocolate",1.78
2424,0.19,6.6,450,98.0,175.0,0.99364,8.16,0.34,10.1,8,melted,13.0,chocolate,1.67
2425,0.12,2.9,820,30.0,74.0,0.99865,8.3,0.64,10.4,6,cubed,19.2,"nuts, oats",1.79
2426,0.32,1.6,360,34.0,114.0,0.99068,8.19,0.45,11.4,9,melted,13.8,raisins,1.15
2427,0.27,5.8,360,23.0,109.0,0.99399,8.34,0.54,11.0,8,melted,15.2,raisins,1.95
2428,0.2,14.95,440,22.0,179.0,0.9962,8.37,0.37,10.2,7,melted,11.6,chocolate,1.33
2429,0.4,1.7,1790,5.0,60.0,0.9925,8.09,0.54,10.1,7,melted,12.8,chocolate,1.66
2430,0.41,2.3,830,11.0,61.0,0.9982,8.21,0.5,9.5,5,cubed,19.8,raisins,1.5
2431,0.67,8.1,370,53.0,166.0,0.9966,7.9,0.41,8.9,8,melted,15.0,chocolate,1.92
2432,0.42,1.2,330,29.0,142.0,0.99205,8.17,0.43,10.7,6,melted,14.6,chocolate,1.95
2433,0.18,1.6,790,24.0,58.0,0.9965,8.34,0.58,9.4,5,cubed,15.0,"nuts, chocolate",1.33
2434,0.31,2.3,820,23.0,71.0,0.9982,8.52,0.65,9.7,5,cubed,15.2,raisins,1.83
2435,0.0,2.4,520,6.0,11.0,0.99318,8.35,0.66,12.7,7,cubed,14.2,"nuts, oats, chocolate",1.24
2436,0.37,1.6,550,47.0,154.0,0.9934,8.08,0.45,9.1,7,melted,13.6,"chocolate, oats",1.13
2437,0.14,11.6,430,35.0,228.0,0.9977,8.13,0.51,8.9,7,melted,14.0,raisins,1.2
2438,0.34,2.4,850,5.0,17.0,0.99683,8.17,0.65,10.6,7,cubed,20.2,raisins,1.21
2439,0.36,6.8,340,12.0,90.0,0.9944,8.01,0.38,10.5,10,melted,16.4,chocolate,1.36
2440,0.2,15.4,430,57.0,201.0,0.99848,8.08,0.54,9.4,7,melted,13.8,"nuts, chocolate",1.83
2441,0.54,1.5,950,22.0,41.0,0.99735,8.02,0.76,9.9,7,cubed,23.2,"nuts, chocolate",1.16
2442,0.39,1.5,800,41.0,55.0,0.99652,8.47,0.73,10.9,6,cubed,18.6,raisins,1.83
2443,0.26,3.4,900,25.0,87.0,0.99975,8.24,0.62,9.7,5,cubed,18.6,"nuts, oats, chocolate",1.67
2444,0.44,10.7,510,46.0,195.0,0.9981,8.15,0.51,10.4,7,melted,16.8,"nuts,raisins",1.57
2445,0.36,1.6,320,6.0,106.0,0.993,8.15,0.4,10.4,6,melted,15.2,chocolate,1.71
2446,0.31,1.6,420,18.0,101.0,0.99195,8.13,0.41,10.5,7,melted,13.2,"nuts, chocolate",1.7
2447,0.28,17.05,470,53.0,139.0,0.99724,8.25,0.35,10.5,8,melted,12.8,"chocolate, oats",1.33
2448,0.57,15.0,520,35.0,256.0,1.0001,7.93,0.64,8.6,7,melted,16.6,raisins,1.39
2449,0.37,1.3,270,42.0,125.0,0.98939,8.24,0.37,12.8,9,melted,13.4,"chocolate, oats",1.28
2450,0.24,1.7,780,10.0,21.0,0.99692,8.29,0.67,10.0,5,cubed,18.0,"nuts, oats",1.38
2451,0.24,14.0,480,24.0,113.0,0.9982,8.44,0.53,9.8,8,melted,13.0,"nuts, chocolate",1.96
2452,0.65,6.4,800,3.0,8.0,0.99817,8.27,0.58,11.0,5,cubed,17.2,raisins,1.11
2453,0.14,5.8,460,49.0,197.0,0.9937,8.3,0.71,10.3,7,melted,11.6,raisins,1.91
2454,0.22,5.2,470,24.0,151.0,0.99527,8.22,0.47,10.3,7,melted,16.2,raisins,1.21
2455,0.2,8.7,460,81.0,224.0,0.99605,8.17,0.44,9.3,7,melted,13.2,"nuts, oats, chocolate",1.74
2456,0.24,7.1,310,28.0,141.0,0.99397,8.16,0.38,10.6,9,melted,15.0,raisins,1.52
2457,0.3,7.1,370,63.0,236.0,0.9952,8.06,0.34,9.2,8,melted,12.8,chocolate,1.82
2458,0.28,3.6,330,16.0,78.0,0.993,7.91,0.78,11.4,8,melted,14.2,"chocolate, oats",1.53
2459,0.34,1.5,450,43.0,117.0,0.9939,8.42,0.51,9.0,8,melted,12.4,"chocolate, oats",1.77
2460,0.49,1.0,360,14.0,56.0,0.992,7.96,0.33,10.5,6,melted,17.6,raisins,1.92
2461,0.35,1.5,360,29.0,108.0,0.99342,8.27,0.51,10.2,8,melted,14.6,"chocolate, oats",1.08
2462,0.32,16.9,560,49.0,158.0,0.9998,8.37,0.38,9.6,8,melted,14.2,chocolate,1.38
2463,0.47,1.1,370,23.0,126.0,0.9938,8.21,0.42,10.9,7,melted,16.2,"nuts,raisins",1.06
2464,0.67,8.1,370,53.0,166.0,0.9966,7.9,0.41,8.9,8,melted,15.0,chocolate,1.02
2465,0.25,7.2,560,47.0,180.0,0.9961,8.08,0.47,8.8,7,melted,14.6,raisins,1.65
2466,0.26,7.2,410,21.0,90.0,0.99509,8.22,0.55,9.5,8,melted,14.0,chocolate,1.39
2467,0.26,5.7,310,12.0,80.0,0.9923,8.25,0.38,10.8,7,melted,11.2,chocolate,1.42
2468,0.33,3.3,460,12.0,53.0,0.99294,8.36,0.62,12.2,6,cubed,12.8,raisins,1.9
2469,0.34,12.0,530,55.0,177.0,0.9983,8.52,0.44,9.9,8,melted,13.0,chocolate,1.17
2470,0.24,2.2,700,5.0,36.0,0.996,8.33,0.48,9.4,5,cubed,14.4,"nuts, chocolate",1.02
2471,0.4,7.5,460,45.0,179.0,0.99583,8.2,0.49,9.3,7,melted,13.6,chocolate,1.88
2472,0.28,4.3,260,22.0,105.0,0.989,7.98,0.64,13.1,10,melted,12.4,chocolate,1.5
2473,0.03,2.7,430,27.0,93.0,0.9932,8.34,0.38,9.2,7,melted,10.6,"nuts, oats",1.25
2474,0.66,9.1,390,26.0,159.0,0.9965,8.66,0.55,10.8,7,melted,11.6,chocolate,1.32
2475,0.32,6.65,590,34.0,104.0,0.99254,8.18,0.42,11.1,7,melted,13.0,chocolate,1.96
2476,0.0,2.4,880,19.0,38.0,0.999,8.35,0.6,9.3,5,cubed,18.0,"nuts, oats, chocolate",1.19
2477,0.27,7.3,310,41.0,144.0,0.9932,8.15,0.38,11.8,9,melted,14.8,chocolate,1.61
2478,0.52,1.4,370,32.0,123.0,0.99022,8.24,0.45,12.0,8,melted,12.2,"nuts, oats, chocolate",1.26
2479,0.36,4.7,350,36.0,116.0,0.991,8.31,0.62,12.6,8,melted,12.2,raisins,1.89
2480,0.44,8.9,550,52.0,164.0,0.99488,8.1,0.48,9.6,7,melted,12.8,raisins,1.68
2481,0.0,1.9,760,11.0,34.0,0.9978,8.51,0.56,9.4,5,cubed,14.8,"nuts, oats",1.62
2482,0.0,5.6,1240,21.0,58.0,0.9997,8.46,0.72,10.2,5,cubed,13.6,"nuts, oats, chocolate",1.65
2483,0.69,1.2,1760,36.0,106.0,0.99288,7.96,0.43,9.2,8,melted,13.4,chocolate,1.38
2484,0.43,10.1,530,29.0,146.0,0.9982,8.4,0.46,9.5,8,melted,16.0,raisins,1.46
2485,0.49,19.8,540,50.0,231.0,1.0012,7.99,0.54,9.2,7,melted,16.6,chocolate,1.15
2486,0.41,7.9,860,30.0,109.0,0.9998,8.27,0.57,9.3,5,cubed,17.8,"nuts,raisins",1.65
2487,0.34,5.0,320,36.0,93.0,0.99012,8.27,0.36,13.5,9,melted,12.6,chocolate,1.26
2488,0.36,1.5,470,17.0,129.0,0.9948,8.2,0.54,10.0,8,melted,16.0,chocolate,1.1
2489,0.07,1.2,600,9.0,108.0,0.9931,8.11,0.35,8.7,6,melted,12.0,"nuts, oats, chocolate",1.29
2490,0.36,2.6,510,26.0,126.0,0.99097,8.32,0.53,12.7,8,melted,15.0,raisins,1.51
2491,0.58,1.1,1330,52.0,136.0,0.9932,8.1,0.3,9.1,7,melted,13.2,chocolate,1.68
2492,0.32,1.5,540,24.0,105.0,0.99154,8.17,0.48,11.1,8,melted,14.4,chocolate,1.42
2493,0.32,0.9,410,25.0,79.0,0.9926,8.39,0.54,10.2,9,melted,13.2,chocolate,1.89
2494,0.56,11.2,430,40.0,142.0,0.9975,8.14,0.46,8.7,7,melted,13.8,"nuts, chocolate",1.14
2495,0.33,3.7,300,54.0,173.0,0.9887,8.36,0.3,13.0,9,melted,10.0,raisins,1.59
2496,0.26,12.0,490,63.0,170.0,0.9961,8.14,0.55,9.9,8,melted,12.6,raisins,1.25
2497,0.3,2.4,420,25.0,122.0,0.994,8.43,0.61,10.5,8,melted,14.2,chocolate,1.79
2498,0.29,1.1,460,34.0,84.0,0.9902,8.04,0.39,11.45,8,melted,15.0,chocolate,1.92
2499,0.36,2.1,340,30.0,177.0,0.99085,8.25,0.4,11.9,10,melted,14.6,chocolate,1.41
2500,0.33,12.3,460,31.0,145.0,0.9983,8.36,0.4,9.5,7,melted,13.4,chocolate,1.39
2501,0.49,10.0,360,45.0,182.0,0.9967,8.08,0.58,9.6,8,melted,15.2,chocolate,1.25
2502,0.32,2.5,800,24.0,71.0,0.99624,8.27,0.85,11.0,6,cubed,16.4,raisins,1.27
2503,0.2,5.8,400,24.0,144.0,0.99425,8.15,0.63,9.9,7,melted,12.6,raisins,1.61
2504,0.78,13.9,740,23.0,92.0,0.99677,8.39,0.48,10.5,6,cubed,11.2,raisins,1.23
2505,0.44,1.6,380,21.0,42.0,0.99526,8.24,0.81,10.8,7,cubed,18.6,raisins,1.79
2506,0.32,4.5,240,28.0,94.0,0.98906,8.25,0.52,13.7,9,melted,11.6,raisins,1.43
2507,0.22,4.5,310,10.0,73.0,0.99076,7.97,0.52,12.2,9,melted,14.4,raisins,2.0
2508,0.26,1.8,830,33.0,75.0,0.9968,8.4,0.58,9.5,6,cubed,14.4,raisins,1.24
2509,0.26,14.8,530,44.0,95.0,0.99676,8.2,0.35,9.8,8,melted,13.4,"chocolate, oats",1.59
2510,0.61,11.8,410,66.0,188.0,0.99794,8.0,0.54,9.3,7,melted,15.4,raisins,1.21
2511,0.36,20.8,310,40.0,139.0,0.9975,8.2,0.33,11.0,8,melted,13.8,chocolate,1.77
2512,0.37,1.8,340,36.0,95.0,0.98952,7.93,0.59,12.0,8,melted,13.8,"chocolate, oats",1.48
2513,0.28,7.7,430,57.0,176.0,0.9954,8.12,0.55,10.0,7,melted,16.2,chocolate,1.67
2514,0.33,1.2,360,23.0,99.0,0.9916,8.18,0.6,10.5,8,melted,11.6,raisins,1.14
2515,0.44,11.5,400,58.0,223.0,0.9969,8.22,0.56,9.5,7,melted,13.6,chocolate,1.94
2516,0.34,7.5,480,29.0,152.0,0.9962,8.1,0.54,9.0,7,melted,14.6,chocolate,1.36
2517,0.29,14.9,530,55.0,136.0,0.99839,8.03,0.52,9.0,7,melted,13.4,chocolate,1.04
2518,0.32,3.6,380,9.0,76.0,0.992,8.05,0.31,11.7,6,melted,15.8,chocolate,1.22
2519,0.3,16.7,390,49.0,172.0,0.99985,8.4,0.45,9.4,7,melted,12.2,chocolate,1.16
2520,0.55,12.9,560,58.0,252.0,0.99806,8.29,0.49,8.7,7,melted,12.6,"nuts, oats, chocolate",1.34
2521,0.0,3.0,1020,7.0,16.0,0.99586,8.43,0.46,10.0,5,cubed,14.4,peanut butter,1.79
2522,0.32,1.7,310,31.0,114.0,0.98946,8.12,0.35,12.5,8,melted,13.4,raisins,1.36
2523,0.43,1.7,800,21.0,123.0,0.9905,8.19,0.42,12.8,7,melted,14.6,chocolate,1.19
2524,0.31,6.3,350,33.0,170.0,0.9918,8.24,0.66,12.6,8,melted,13.6,chocolate,1.95
2525,0.3,3.3,290,15.0,80.0,0.99061,8.33,0.63,12.6,9,melted,13.6,raisins,1.41
2526,0.26,11.8,530,55.0,173.0,0.99699,8.11,0.6,9.8,7,melted,14.8,chocolate,1.36
2527,0.25,5.6,320,23.0,120.0,0.99334,7.93,0.66,10.3,9,melted,14.4,raisins,1.11
2528,0.38,9.7,400,29.0,124.0,0.9954,8.47,0.48,11.0,8,melted,12.0,raisins,1.2
2529,0.55,14.6,530,34.0,159.0,0.99805,7.93,0.44,9.2,7,melted,13.6,chocolate,1.96
2530,0.35,1.6,630,13.0,119.0,0.99184,8.22,0.5,10.7,7,melted,14.0,raisins,1.95
2531,0.1,1.3,360,11.0,74.0,0.99082,8.48,0.54,11.2,6,melted,10.6,"nuts, chocolate",1.49
2532,0.31,2.25,780,32.0,58.0,0.998,8.33,0.54,9.8,5,cubed,17.0,"nuts, chocolate",1.56
2533,0.25,3.3,400,10.0,69.0,0.9934,8.54,0.59,10.1,8,melted,12.2,"chocolate, oats",1.44
2534,0.17,12.9,330,59.0,186.0,0.99754,8.08,0.49,9.4,7,melted,13.8,"nuts, chocolate",1.9
2535,0.36,1.3,340,32.0,98.0,0.99058,8.02,0.58,11.3,8,melted,13.6,"chocolate, oats",1.41
2536,0.33,1.2,280,13.0,81.0,0.9902,8.37,0.38,11.7,8,melted,10.4,raisins,1.4
2537,0.4,1.5,440,19.0,135.0,0.9937,7.96,0.49,10.9,7,melted,19.2,chocolate,1.0
2538,0.41,9.2,420,41.0,162.0,0.9944,8.1,0.38,12.0,9,melted,16.6,chocolate,1.02
2539,0.23,2.0,990,14.0,81.0,0.9973,8.19,0.7,9.4,5,cubed,16.4,"nuts, oats",1.2
2540,0.36,1.2,340,15.0,80.0,0.9913,7.95,0.36,11.4,9,melted,17.2,chocolate,1.75
2541,0.47,3.0,520,47.0,145.0,0.993,8.29,0.75,10.0,8,melted,10.8,chocolate,1.61
2542,0.27,14.1,330,45.0,166.0,0.9988,7.72,0.43,9.7,8,melted,20.0,chocolate,1.35
2543,0.0,4.3,930,51.0,77.5,0.99558,8.2,0.45,9.5,5,cubed,13.2,"nuts, oats, chocolate",1.46
2544,0.52,2.0,880,12.0,51.0,0.99613,8.29,0.58,11.1,6,cubed,19.0,raisins,1.3
2545,0.49,6.0,290,31.0,128.0,0.9928,8.41,0.36,11.3,10,melted,12.4,chocolate,1.48
2546,0.17,2.9,990,21.0,119.0,0.998,8.09,0.52,9.3,5,cubed,17.2,"nuts, oats, chocolate",1.16
2547,0.17,1.4,470,5.0,26.0,0.9932,8.26,0.32,10.0,6,melted,13.0,"nuts,raisins",1.91
2548,0.37,2.6,500,24.0,132.0,0.99138,8.04,0.53,11.2,8,melted,14.8,chocolate,1.69
2549,0.23,17.3,470,37.0,118.0,0.99906,8.08,0.46,8.8,8,melted,13.2,chocolate,1.69
2550,0.0,2.2,840,10.0,31.0,0.99656,8.25,0.5,9.8,5,cubed,16.2,"chocolate, peanut butter",1.1
2551,0.37,7.2,420,36.0,167.0,0.9958,8.26,0.56,9.8,8,melted,14.0,chocolate,1.76
2552,0.25,1.8,840,4.0,28.0,0.99464,8.36,0.44,10.1,5,cubed,12.2,raisins,1.13
2553,0.31,1.2,160,39.0,150.0,0.98713,8.33,0.59,14.0,10,melted,9.8,raisins,1.31
2554,0.28,12.0,560,23.0,174.0,0.9986,8.31,0.55,9.3,7,melted,13.0,"nuts, chocolate",1.23
2555,0.34,9.7,350,26.0,143.0,0.9965,8.08,0.49,9.8,8,melted,15.2,chocolate,1.35
2556,0.31,13.1,500,26.0,180.0,0.99884,8.05,0.53,9.1,8,melted,15.0,chocolate,1.41
2557,0.17,1.6,480,46.0,129.0,0.991,8.3,0.43,11.4,8,melted,12.2,chocolate,1.49
2558,0.49,5.0,820,9.0,17.0,0.99484,8.19,0.52,12.5,7,cubed,19.8,chocolate,1.93
2559,0.54,2.8,1030,19.0,41.0,0.99939,8.21,0.76,11.3,6,cubed,25.2,"nuts, chocolate",1.55
2560,0.28,4.0,300,29.0,79.0,0.99,8.23,0.46,12.4,9,melted,13.6,raisins,1.65
2561,0.09,2.2,1150,10.0,42.0,0.9971,8.18,0.62,9.5,5,cubed,15.6,"nuts,raisins",1.12
2562,0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,melted,15.2,chocolate,1.67
2563,0.3,3.9,260,36.0,105.0,0.98963,8.26,0.58,12.75,8,melted,11.6,chocolate,1.17
2564,0.29,15.4,730,56.0,173.0,0.9984,8.06,0.41,8.7,8,melted,13.6,chocolate,1.64
2565,0.39,3.2,270,20.0,125.0,0.991,8.38,0.39,11.3,9,melted,12.0,raisins,1.42
2566,0.39,1.8,430,21.0,159.0,0.9948,8.52,0.47,10.0,7,melted,14.4,"chocolate, oats",1.63
2567,0.45,7.8,590,32.0,139.0,0.9972,8.33,0.77,11.2,8,melted,16.6,chocolate,1.67
2568,0.26,4.5,860,37.0,133.0,0.9963,8.15,0.42,9.2,7,melted,15.2,chocolate,1.67
2569,0.29,4.75,340,29.0,134.0,0.99056,8.29,0.46,13.0,9,melted,13.4,"nuts, chocolate",1.99
2570,0.36,1.5,300,74.0,121.0,0.98976,8.24,0.99,12.1,9,melted,10.8,chocolate,1.72
2571,0.73,14.35,440,27.0,191.0,1.00013,7.96,0.88,8.7,7,melted,17.4,raisins,1.37
2572,0.31,2.6,360,37.0,92.0,0.98938,8.27,0.53,12.8,9,melted,12.4,raisins,1.98
2573,0.38,7.8,460,35.0,192.0,0.9955,8.1,0.37,9.0,7,melted,12.8,raisins,1.79
2574,0.29,6.2,250,29.0,95.0,0.99071,8.03,0.32,12.9,9,melted,13.6,raisins,1.71
2575,0.35,1.7,360,33.0,101.0,0.99315,8.21,0.54,10.8,9,melted,13.8,"chocolate, oats",1.29
2576,0.37,4.6,280,17.0,114.0,0.991,8.23,0.43,13.2,8,melted,14.6,"nuts, chocolate",1.09
2577,0.18,2.1,700,12.0,28.0,0.99768,8.52,0.73,9.5,6,cubed,14.6,"nuts,raisins",1.69
2578,0.46,2.1,740,24.0,44.0,0.99534,8.4,0.85,11.0,7,cubed,14.4,raisins,1.75
2579,0.08,1.2,460,13.0,93.0,0.9924,8.57,0.85,13.0,7,cubed,10.8,"chocolate, peanut butter",1.07
2580,0.21,1.9,480,30.0,112.0,0.99138,8.29,0.55,11.2,8,melted,11.4,"nuts, chocolate",1.57
2581,0.02,2.2,800,36.0,111.0,0.99524,8.1,0.53,9.7,5,cubed,13.4,"nuts, chocolate",1.41
2582,0.49,2.9,300,16.0,94.0,0.9902,8.1,0.49,12.1,9,melted,13.0,raisins,1.99
2583,0.32,12.2,480,36.0,125.0,0.9967,7.92,0.54,9.4,8,melted,14.2,"chocolate, oats",1.65
2584,0.2,7.3,400,42.0,145.0,0.99442,8.15,0.48,9.8,7,melted,11.6,chocolate,1.54
2585,0.49,7.8,600,34.0,162.0,0.9966,8.26,0.58,11.3,8,melted,15.6,"nuts, chocolate",1.55
2586,0.46,1.9,810,6.0,9.0,0.99628,8.1,0.48,10.4,6,cubed,20.4,raisins,1.72
2587,0.12,1.8,500,11.0,76.0,0.99268,8.42,0.48,10.4,6,melted,12.2,"nuts, oats, chocolate",1.91
2588,0.3,10.4,450,44.0,174.0,0.9966,8.11,0.57,9.7,8,melted,14.8,"chocolate, oats",1.51
2589,0.32,2.2,370,28.0,141.0,0.993,8.2,0.57,10.0,9,melted,14.2,chocolate,1.79
2590,0.04,1.7,490,5.0,13.0,0.9942,8.72,0.58,11.4,5,cubed,11.2,"nuts,raisins",1.55
2591,0.49,1.6,1670,20.0,94.0,0.9914,8.11,0.5,11.4,8,melted,13.4,raisins,1.68
2592,0.46,8.3,370,49.0,173.0,0.99601,8.17,0.47,9.3,7,melted,13.6,chocolate,1.57
2593,0.22,7.4,320,53.0,172.0,0.99404,8.24,0.58,11.0,8,melted,12.8,chocolate,1.46
2594,0.22,2.3,710,13.0,24.0,0.99438,8.41,0.83,11.3,6,cubed,13.6,"nuts, chocolate",1.43
2595,0.43,2.8,800,21.0,84.0,0.9985,8.06,0.57,10.1,5,cubed,21.2,peanut butter,1.02
2596,0.07,2.5,910,15.0,21.0,0.99572,8.38,0.6,11.3,6,cubed,14.0,"nuts, oats, chocolate",1.36
2597,0.31,2.1,330,32.0,95.0,0.989435,7.96,0.61,12.0,8,melted,13.0,chocolate,1.24
2598,0.29,12.2,350,38.0,236.0,0.9976,8.35,0.52,9.8,8,melted,13.6,chocolate,1.77
2599,0.3,5.2,370,29.0,131.0,0.9943,8.38,0.44,11.0,8,melted,15.4,raisins,1.15
2600,0.42,7.1,450,41.0,169.0,0.9959,8.17,0.43,10.6,7,melted,16.0,chocolate,1.74
2601,0.29,1.2,440,12.0,143.0,0.9918,8.2,0.48,11.3,9,melted,14.6,"chocolate, oats",1.95
2602,0.22,10.7,420,26.0,81.0,0.9954,7.86,0.36,9.7,8,melted,14.8,chocolate,1.62
2603,0.35,1.6,540,31.0,148.0,0.99178,8.18,0.47,10.7,7,melted,14.6,chocolate,1.13
2604,0.25,5.7,150,14.0,73.0,0.98963,7.82,0.59,13.2,8,melted,14.0,raisins,1.02
2605,0.34,1.6,560,13.0,176.0,0.9946,8.14,0.47,9.7,7,melted,17.8,raisins,1.74
2606,0.39,1.2,360,32.0,85.0,0.9918,8.16,0.5,10.5,7,melted,14.4,"chocolate, oats",1.2
2607,0.25,1.2,380,34.0,128.0,0.9921,8.24,0.44,10.1,7,melted,12.2,chocolate,1.9
